fecha,indicativo,nombre,provincia,altitud,prec,velmedia,hrMedia,tmed,tmin,horatmin,tmax,horatmax,dir,racha,horaracha,hrMax,horaHrMax,hrMin,horaHrMin
2021-07-16,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",66,"24,4","20,6",04:02,"28,1",11:46,21,"7,2",16:00,87,23:59,58,11:50
2021-07-17,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",69,"24,5","20,5",04:16,"28,5",12:29,24,"8,1",12:00,87,Varias,59,13:00
2021-07-18,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",65,"25,1","20,7",04:11,"29,5",11:24,09,"6,7",13:10,87,00:00,58,12:30
2021-07-19,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",64,"27,0","22,6",00:23,"31,3",10:39,24,"10,6",14:30,80,00:00,47,08:30
2021-07-20,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,3",66,"26,4","23,1",04:17,"29,8",07:20,25,"10,6",12:10,81,Varias,47,07:20
2021-07-21,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",66,"26,6","22,5",24:00,"30,6",13:19,23,"6,7",14:20,83,21:30,53,07:50
2021-07-22,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,1",64,"26,7","22,4",01:52,"31,0",14:55,23,"8,9",11:40,86,19:30,48,08:00
2021-07-23,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",61,"27,4","23,1",00:19,"31,6",11:10,22,"7,2",11:10,81,18:10,35,02:00
2021-07-24,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",63,"26,0","23,2",23:34,"28,8",07:55,11,"9,2",13:40,74,05:00,54,07:50
2021-07-25,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",65,"25,7","22,4",Varias,"29,0",11:44,99,"6,4",Varias,74,05:20,58,Varias
2021-07-26,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",61,"25,8","22,6",Varias,"29,0",12:59,10,"6,1",15:00,78,23:59,50,07:40
2021-07-27,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","4,7",63,"25,1","21,1",04:47,"29,1",10:53,20,"11,4",11:10,83,20:40,45,08:30
2021-07-28,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,9",71,"24,8","21,8",00:46,"27,9",11:40,99,"7,8",Varias,85,02:10,60,10:10
2021-07-29,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",66,"25,0","21,1",02:38,"29,0",08:56,21,"8,1",14:40,85,22:30,52,08:30
2021-07-30,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",73,"26,2","21,7",01:17,"30,7",13:00,08,"7,2",19:30,87,Varias,64,13:30
2021-07-31,0244X,VILASSAR DE DALT,BARCELONA,56,"8,4","1,9",69,"23,4","17,5",20:24,"29,3",10:31,26,"16,9",20:10,91,23:59,48,10:20
2021-08-01,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",61,"22,0","18,0",00:01,"26,0",13:37,20,"7,5",13:10,91,00:00,53,10:20
2021-08-02,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",69,"23,5","19,8",04:38,"27,2",13:23,08,"7,2",11:20,84,Varias,62,09:20
2021-08-03,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,1",71,"25,0","21,1",03:34,"28,8",13:50,99,"8,6",Varias,87,Varias,62,13:50
2021-08-04,0244X,VILASSAR DE DALT,BARCELONA,56,"1,4","2,5",77,"23,6","19,5",21:20,"27,7",12:37,08,"10,6",16:40,90,14:10,66,00:10
2021-08-05,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",70,"24,6","20,3",02:31,"28,9",14:15,24,"9,7",14:30,91,21:30,61,08:30
2021-08-06,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,3",74,"24,6","22,3",23:58,"26,9",11:40,11,"9,2",12:10,92,02:50,63,12:00
2021-08-07,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",73,"25,4","21,0",02:59,"29,8",12:49,10,"8,9",13:30,91,03:20,66,12:50
2021-08-08,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,8",63,"23,5","20,2",23:56,"26,8",12:23,10,"7,2",16:30,77,00:20,56,11:20
2021-08-09,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",52,"24,2","19,7",03:06,"28,6",15:07,19,"5,8",14:10,64,Varias,43,07:40
2021-08-10,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",63,"25,9","20,8",03:49,"31,0",15:22,23,"7,5",13:10,72,21:20,41,15:30
2021-08-11,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",48,"26,4","21,8",01:14,"30,9",15:06,12,"6,9",13:00,69,00:40,42,16:00
2021-08-12,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",66,"27,0","22,9",23:35,"31,1",09:54,10,"6,4",11:30,90,Varias,44,09:50
2021-08-13,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",62,"27,0","22,0",04:39,"32,0",10:41,11,"5,8",11:10,86,Varias,38,10:30
2021-08-14,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",60,"28,0","23,2",01:41,"32,7",12:36,21,"6,9",16:20,90,20:30,39,14:00
2021-08-15,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",72,"27,1","23,9",03:59,"30,3",09:44,11,"5,8",10:50,88,00:40,61,09:50
2021-08-16,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",70,"27,4","23,6",01:56,"31,3",09:16,10,"8,3",10:10,86,01:50,50,09:00
2021-08-17,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",57,"25,3","22,3",Varias,"28,3",11:18,18,"7,5",13:10,79,Varias,48,10:20
2021-08-18,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",67,"25,0","21,4",23:56,"28,5",13:14,18,"6,7",14:00,88,23:50,47,09:00
2021-08-19,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",75,"24,1","20,1",03:54,"28,1",10:23,13,"5,3",12:00,89,Varias,65,10:20
2021-08-20,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",75,"24,5","21,6",00:45,"27,4",10:59,23,"6,7",17:30,89,01:00,66,09:50
2021-08-21,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,6",74,"26,0","22,2",03:32,"29,8",12:30,24,"8,1",13:30,89,23:40,65,08:00
2021-08-22,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",74,"26,0","21,8",Varias,"30,1",13:09,16,"5,3",12:20,89,00:00,62,09:00
2021-08-23,0244X,VILASSAR DE DALT,BARCELONA,56,"0,4","1,7",69,"25,3","21,6",03:59,"29,0",12:47,20,"6,4",13:30,80,04:00,57,09:10
2021-08-24,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",67,"24,6","20,8",05:35,"28,4",11:29,22,"7,5",13:50,80,Varias,47,11:30
2021-08-25,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",64,"23,9","20,7",24:00,"27,1",10:09,13,"7,2",11:00,77,19:30,50,07:00
2021-08-26,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,1",73,"24,2","19,9",04:15,"28,4",11:53,24,"8,9",13:20,88,23:50,55,09:00
2021-08-27,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",78,"26,5","22,4",01:36,"30,6",11:16,07,"6,4",18:10,89,01:40,62,09:30
2021-08-28,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",60,"25,0","22,0",23:13,"28,1",10:36,12,"6,4",14:00,77,00:00,54,10:00
2021-08-29,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",59,"24,5","21,1",23:53,"27,9",11:00,22,"7,2",08:40,78,23:59,48,11:00
2021-08-30,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",70,"23,1","20,3",04:40,"25,9",10:50,12,"7,5",09:20,84,20:50,58,07:00
2021-08-31,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",66,"23,7","20,7",05:22,"26,7",13:13,10,"7,2",11:20,83,00:00,57,07:40
2021-09-01,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",64,"23,2","20,8",00:29,"25,7",08:40,09,"8,6",09:50,83,00:30,42,19:40
2021-09-02,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,1",65,"24,5","20,6",04:28,"28,4",15:15,10,"9,4",15:50,74,23:59,48,06:10
2021-09-03,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",68,"24,8","20,9",03:41,"28,8",10:59,11,"5,3",17:10,81,16:50,59,Varias
2021-09-04,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",72,"24,1","20,4",02:52,"27,8",12:52,23,"5,6",09:10,86,22:30,65,10:00
2021-09-05,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,8",76,"24,6","20,5",04:25,"28,7",13:49,22,"9,4",13:00,91,04:40,63,08:00
2021-09-06,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",77,"25,8","22,0",01:57,"29,7",11:42,26,"6,4",08:10,91,02:20,66,09:00
2021-09-07,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",77,"26,1","23,0",Varias,"29,2",10:53,18,"4,7",11:10,90,02:30,67,12:50
2021-09-08,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",74,"26,3","22,1",02:45,"30,5",11:55,10,"7,2",20:10,87,Varias,60,08:20
2021-09-09,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,1",72,"25,8","23,0",23:00,"28,6",08:58,10,"11,4",11:40,86,Varias,53,08:50
2021-09-10,0244X,VILASSAR DE DALT,BARCELONA,56,"1,6","3,1",73,"24,3","19,8",23:20,"28,8",09:34,11,"9,4",12:40,87,18:00,52,09:30
2021-09-11,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",68,"23,6","19,0",05:16,"28,3",10:59,21,"6,9",16:00,82,04:20,53,11:00
2021-09-12,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",78,"24,8","21,3",Varias,"28,4",11:14,23,"7,8",17:00,88,23:30,68,12:20
2021-09-13,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,6",77,"25,6","22,1",03:11,"29,2",11:34,21,"9,7",13:20,88,00:00,67,09:20
2021-09-14,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",82,"26,9","23,4",01:12,"30,4",12:23,10,"8,1",22:10,91,Varias,69,11:00
2021-09-15,0244X,VILASSAR DE DALT,BARCELONA,56,"1,6","3,1",76,"26,6","23,7",05:32,"29,5",14:27,24,"9,2",15:10,86,18:20,62,11:20
2021-09-16,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",71,"24,1","20,0",05:38,"28,2",12:29,19,"11,9",01:20,90,04:40,57,12:00
2021-09-17,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,8",69,"24,0","20,0",05:19,"28,1",13:41,22,"10,3",15:40,86,02:40,52,10:00
2021-09-18,0244X,VILASSAR DE DALT,BARCELONA,56,"2,6","1,1",81,"23,3","20,4",03:16,"26,2",11:07,10,"6,9",10:00,89,Varias,65,10:50
2021-09-19,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,1",57,"21,0","16,3",05:18,"25,8",12:15,22,"9,2",14:50,93,Varias,44,12:20
2021-09-20,0244X,VILASSAR DE DALT,BARCELONA,56,"25,0","3,6",74,"20,2","14,4",18:06,"26,1",12:21,34,"11,1",17:50,93,18:10,54,09:20
2021-09-21,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",60,"19,8","15,5",00:18,"24,2",12:54,99,"8,1",Varias,83,00:00,53,12:40
2021-09-22,0244X,VILASSAR DE DALT,BARCELONA,56,"1,0","4,2",59,"22,2","19,1",22:56,"25,2",13:38,02,"10,3",02:00,72,17:00,49,10:00
2021-09-23,0244X,VILASSAR DE DALT,BARCELONA,56,"0,8","2,2",75,"21,9","18,5",07:13,"25,3",14:19,10,"9,2",14:30,81,07:00,49,Varias
2021-09-24,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",67,"22,2","18,1",02:37,"26,3",10:25,08,"7,5",16:20,84,Varias,47,10:20
2021-09-25,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",83,"25,0","21,5",00:01,"28,5",11:21,23,"5,8",14:40,92,23:50,65,11:20
2021-09-26,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,9",71,"24,6","19,1",23:27,"30,1",10:11,10,"8,6",11:40,92,00:20,36,10:10
2021-09-27,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",71,"23,8","18,9",00:26,"28,8",10:20,26,"8,9",08:20,85,Varias,42,10:20
2021-09-28,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,3",71,"22,7","18,8",03:38,"26,6",12:40,22,"10,0",14:30,81,04:30,58,09:10
2021-09-29,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",75,"22,4","19,7",05:38,"25,0",11:10,22,"6,1",15:00,85,01:20,62,11:10
2021-09-30,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,3",71,"22,0","18,5",23:11,"25,5",11:58,22,"8,9",13:30,85,23:59,58,Varias
2021-10-01,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",78,"20,8","17,4",00:56,"24,1",13:09,08,"6,7",09:50,88,02:30,67,09:40
2021-10-02,0244X,VILASSAR DE DALT,BARCELONA,56,"0,2","2,2",76,"21,4","17,2",04:59,"25,5",10:39,20,"8,3",14:10,89,Varias,59,10:40
2021-10-03,0244X,VILASSAR DE DALT,BARCELONA,56,"28,4","3,3",78,"21,3","16,1",23:57,"26,5",12:02,24,"10,0",08:30,92,23:50,69,Varias
2021-10-04,0244X,VILASSAR DE DALT,BARCELONA,56,"6,2","1,9",86,"16,5","14,4",23:24,"18,6",15:08,99,"5,6",Varias,95,Varias,64,23:59
2021-10-05,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,8",54,"19,8","13,3",05:38,"26,2",14:19,25,"10,6",12:20,77,05:40,40,14:20
2021-10-06,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",70,"20,1","17,2",21:40,"23,0",11:57,22,"7,8",14:30,83,Varias,57,12:00
2021-10-07,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",70,"19,6","16,3",24:00,"22,8",14:51,22,"7,5",13:20,87,Varias,50,22:40
2021-10-08,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",65,"19,2","15,3",01:27,"23,0",10:32,20,"5,0",14:20,81,21:20,55,10:40
2021-10-09,0244X,VILASSAR DE DALT,BARCELONA,56,"0,4","1,1",71,"19,1","16,5",22:57,"21,7",10:56,12,"5,8",11:20,89,23:00,62,11:00
2021-10-10,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",68,"18,4","16,0",03:16,"20,9",12:09,08,"5,8",11:00,87,00:00,55,12:50
2021-10-11,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",63,"19,0","14,2",05:24,"23,8",12:55,18,"6,1",14:30,83,05:30,44,12:50
2021-10-12,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",68,"18,8","14,1",03:52,"23,5",14:01,12,"3,9",09:40,90,23:50,54,12:00
2021-10-13,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",65,"19,4","16,1",04:11,"22,8",14:10,12,"6,4",11:00,91,00:40,50,14:30
2021-10-14,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,8",63,"17,9","15,1",04:44,"20,7",12:53,10,"6,1",10:30,79,22:40,48,10:20
2021-10-15,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",77,"20,8","17,7",00:31,"24,0",10:11,28,"7,5",11:10,91,23:00,62,09:50
2021-10-16,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,8",72,"19,8","17,0",19:19,"22,7",10:27,12,"5,8",12:40,92,03:40,56,09:40
2021-10-17,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",79,"18,6","14,7",06:11,"22,4",13:34,99,"5,6",Varias,87,Varias,66,13:40
2021-10-18,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",82,"20,4","17,2",05:42,"23,7",14:47,12,"5,0",11:30,92,22:40,70,10:30
2021-10-19,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",80,"20,3","16,7",02:02,"23,9",11:10,22,"8,1",14:10,93,02:00,69,09:40
2021-10-20,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,3",75,"21,0","18,8",19:32,"23,3",10:09,24,"10,0",15:10,83,Varias,66,08:50
2021-10-21,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",73,"18,8","15,3",24:00,"22,4",12:36,26,"7,2",01:20,84,04:10,68,Varias
2021-10-22,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",72,"18,2","14,8",01:22,"21,5",09:45,36,"5,0",07:30,82,Varias,55,09:50
2021-10-23,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",64,"17,1","13,2",04:13,"21,0",14:24,34,"6,7",07:20,87,04:20,43,21:20
2021-10-24,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",66,"18,7","14,6",00:11,"22,8",12:35,10,"6,4",10:40,83,Varias,46,02:40
2021-10-25,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",79,"17,8","14,7",23:28,"20,8",14:52,10,"5,6",11:30,88,20:30,65,08:40
2021-10-26,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",70,"17,7","13,7",06:25,"21,7",12:49,24,"7,8",15:00,88,Varias,59,13:40
2021-10-27,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",71,"17,2","14,0",22:35,"20,4",10:50,99,"6,7",Varias,82,01:20,55,10:50
2021-10-28,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",70,"17,7","14,4",06:33,"21,0",10:48,12,"6,7",11:50,87,23:59,57,09:10
2021-10-29,0244X,VILASSAR DE DALT,BARCELONA,56,"36,0","1,7",78,"18,6","14,8",00:01,"22,3",10:52,20,"13,9",20:40,94,21:00,68,11:00
2021-10-30,0244X,VILASSAR DE DALT,BARCELONA,56,"7,8","2,5",90,"19,1","16,5",00:01,"21,7",14:36,21,"11,7",08:10,95,Varias,78,19:50
2021-10-31,0244X,VILASSAR DE DALT,BARCELONA,56,"1,8","2,5",86,"20,1","16,1",06:15,"24,1",14:22,22,"7,8",11:30,93,Varias,66,14:20
2021-11-01,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",74,"17,4","13,8",21:21,"20,9",09:32,06,"7,8",16:10,94,Varias,49,22:50
2021-11-02,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,8",55,"15,0","11,0",06:27,"19,0",11:49,27,"7,8",14:00,69,06:30,47,11:50
2021-11-03,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",65,"14,2","10,9",21:44,"17,4",12:45,30,"8,3",01:10,79,21:40,48,15:00
2021-11-04,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",69,"13,7","10,7",06:58,"16,7",13:55,32,"7,2",00:30,74,04:20,59,10:40
2021-11-05,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",66,"12,7","9,0",05:38,"16,4",12:09,34,"9,2",23:30,77,03:20,42,23:59
2021-11-06,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",42,"13,3","8,0",02:20,"18,6",12:15,02,"10,3",13:00,53,02:20,31,Varias
2021-11-07,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",43,"14,0","7,7",04:50,"20,2",14:22,33,"5,6",23:10,57,22:20,26,14:10
2021-11-08,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",60,"14,6","10,3",04:32,"19,0",12:42,22,"6,4",14:20,81,19:40,40,14:00
2021-11-09,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,3",52,"14,3","11,0",06:06,"17,6",14:18,03,"14,7",23:30,74,00:00,37,13:20
2021-11-10,0244X,VILASSAR DE DALT,BARCELONA,56,"11,6","4,2",75,"15,1","13,6",14:52,"16,6",10:49,34,"15,0",15:50,93,15:00,61,Varias
2021-11-11,0244X,VILASSAR DE DALT,BARCELONA,56,"0,4","5,6",77,"16,9","14,3",Varias,"19,5",12:50,04,"16,4",04:50,84,07:10,65,00:40
2021-11-12,0244X,VILASSAR DE DALT,BARCELONA,56,"0,2","3,3",62,"18,0","15,9",07:44,"20,2",14:56,02,"12,5",13:00,83,09:50,52,15:00
2021-11-13,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",68,"17,4","14,0",22:08,"20,9",11:39,02,"9,2",06:50,81,18:20,52,11:40
2021-11-14,0244X,VILASSAR DE DALT,BARCELONA,56,"8,4","0,8",74,"14,4","11,2",23:51,"17,5",11:33,08,"6,4",19:20,93,23:59,67,Varias
2021-11-15,0244X,VILASSAR DE DALT,BARCELONA,56,"0,2","1,1",72,"13,4","10,9",02:32,"16,0",11:40,02,"5,6",23:40,93,00:00,60,20:50
2021-11-16,0244X,VILASSAR DE DALT,BARCELONA,56,"3,2","1,9",68,"14,4","10,8",03:54,"17,9",14:01,35,"5,6",22:50,89,09:50,59,23:50
2021-11-17,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",68,"13,6","10,2",06:26,"16,9",13:51,36,"6,4",00:10,86,21:00,51,13:40
2021-11-18,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",70,"12,5","8,5",03:55,"16,5",12:05,29,"4,2",00:20,83,00:10,56,15:00
2021-11-19,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",76,"13,0","9,0",03:38,"17,0",12:36,16,"3,6",12:30,88,Varias,67,15:30
2021-11-20,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",75,"13,1","8,9",03:53,"17,3",12:50,99,"3,9",12:50,91,Varias,55,12:20
2021-11-21,0244X,VILASSAR DE DALT,BARCELONA,56,"1,6","1,1",81,"14,6","12,0",22:15,"17,1",10:49,11,"5,8",11:30,91,20:00,66,09:20
2021-11-22,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",77,"13,1","10,9",05:47,"15,3",12:53,09,"6,7",22:20,92,Varias,61,22:10
2021-11-23,0244X,VILASSAR DE DALT,BARCELONA,56,"26,4","3,6",75,"13,0","10,4",23:17,"15,5",12:30,10,"13,1",17:40,94,Varias,58,07:10
2021-11-24,0244X,VILASSAR DE DALT,BARCELONA,56,"4,2","3,6",85,"11,8","8,9",23:59,"14,7",13:38,10,"9,7",06:50,92,15:40,75,18:40
2021-11-25,0244X,VILASSAR DE DALT,BARCELONA,56,"0,4","1,9",74,"11,4","8,5",00:30,"14,4",14:34,04,"7,8",04:20,87,00:20,60,14:30
2021-11-26,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",62,"11,2","7,4",23:42,"14,9",14:13,33,"8,1",20:00,77,01:00,53,14:20
2021-11-27,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",61,"9,8","5,3",03:59,"14,3",12:59,28,"9,7",08:50,76,04:20,53,13:00
2021-11-28,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",57,"7,8","3,9",22:24,"11,7",14:09,29,"13,9",10:40,71,22:50,48,14:10
2021-11-29,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,8",51,"8,8","3,3",03:41,"14,2",13:24,28,"8,9",00:20,75,03:50,28,10:50
2021-11-30,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",73,"10,8","7,0",03:29,"14,6",12:03,99,"5,6",Varias,81,16:40,64,09:10
2021-12-01,0244X,VILASSAR DE DALT,BARCELONA,56,"12,2","3,6",70,"10,7","7,0",07:02,"14,4",14:28,30,"13,3",18:00,82,23:59,57,Varias
2021-12-02,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",73,"11,2","7,6",20:02,"14,9",13:10,99,"8,3",Varias,92,02:40,34,20:40
2021-12-03,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",55,"9,6","5,2",04:14,"14,1",13:10,99,"6,7",Varias,76,20:20,36,00:00
2021-12-04,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","4,2",65,"12,4","7,8",03:18,"16,9",12:34,29,"12,5",11:40,81,05:00,52,12:50
2021-12-05,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,6",48,"9,6","5,9",23:04,"13,2",12:23,32,"11,9",13:40,71,00:20,35,18:00
2021-12-06,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",51,"9,9","4,3",00:57,"15,5",14:56,28,"9,7",09:40,78,23:59,38,14:50
2021-12-07,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",71,"11,8","7,7",00:01,"15,9",11:21,32,"8,3",23:50,80,Varias,53,11:20
2021-12-08,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","5,8",44,"10,9","6,5",22:52,"15,3",00:58,29,"18,3",15:10,71,02:10,39,12:40
2021-12-09,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","3,1",56,"8,7","5,3",02:06,"12,1",13:07,28,"12,8",13:40,72,23:40,46,13:30
2021-12-10,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,8",66,"12,4","7,7",00:34,"17,0",12:55,32,"13,9",06:00,84,20:30,49,14:50
2021-12-11,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",74,"10,5","6,3",03:18,"14,7",11:28,28,"5,6",09:30,88,03:20,59,10:30
2021-12-12,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",66,"13,6","9,1",05:52,"18,1",12:34,26,"5,8",10:30,84,03:30,49,12:40
2021-12-13,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",82,"12,4","8,6",02:11,"16,2",11:47,23,"6,9",14:00,95,23:40,63,11:30
2021-12-14,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,8",85,"10,8","7,0",04:26,"14,7",12:44,99,"3,3",Varias,96,02:40,76,13:10
2021-12-15,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,8",71,"12,2","7,4",01:26,"17,0",12:29,17,"2,5",14:00,93,00:00,56,13:20
2021-12-16,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",81,"11,3","7,7",04:18,"14,9",12:58,20,"3,3",11:30,95,05:20,67,11:20
2021-12-17,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",80,"11,4","8,5",07:29,"14,2",12:01,12,"3,9",13:40,90,Varias,71,12:10
2021-12-18,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,1",81,"11,0","7,0",04:41,"14,9",12:06,19,"3,6",12:20,88,Varias,68,12:10
2021-12-19,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",81,"10,2","6,2",23:54,"14,2",11:33,24,"6,4",14:50,90,03:00,64,11:40
2021-12-20,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",60,"10,6","5,4",04:12,"15,8",12:33,26,"7,8",13:40,85,00:00,47,12:30
